"Name","Type","NameNiederlassung","Street","Postcode","City","State","Wheelchair"
"Deutsche Bank","amenity=bank","Stolberg","Rathausstraße 46-48","52222","Stolberg","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Stralsund","Tribseer Straße 1","18439","Stralsund","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","no"
"Deutsche Bank","amenity=bank","Stuttgart-Bad Cannstatt","König-Karl-Straße 51","70372","Stuttgart","Baden-Württemberg / Baden-Wuerttemberg","no"
"Deutsche Bank","amenity=bank","Stuttgart-Degerloch","Große Falterstraße 1","70597","Stuttgart","Baden-Württemberg / Baden-Wuerttemberg","no"
"Deutsche Bank","amenity=bank","Stuttgart-Feuerbach","Stuttgarter Straße 81","70469","Stuttgart","Baden-Württemberg / Baden-Wuerttemberg","no"
"Deutsche Bank","amenity=bank","Stuttgart-Königstraße","Königstraße 82","70173","Stuttgart","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=bank","Stuttgart-Theodor-Heuss-Straße","Theodor-Heuss-Straße 3","70174","Stuttgart","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=bank","Stuttgart-Vaihingen","Hauptstraße 11","70563","Stuttgart","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=bank","Viersen-Süchteln","Tönisvorster Straße 2","41749","Viersen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Suhl","Friedrich-König-Straße 21","98527","Suhl","Thüringen / Thuringia","yes"
"Deutsche Bank","amenity=bank","Sundern","Hauptstraße 124","59846","Sundern","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Teterow","Rostocker Straße 1","17166","Teterow","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=bank","Timmendorfer Strand","Strandallee 93","23669","Timmendorfer Strand","Schleswig-Holstein","yes"
"Deutsche Bank","amenity=bank","Titisee-Neustadt","Hauptstraße 16","79822","Titisee-Neustadt","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=bank","Tönisvorst","Hochstraße 5","47918","Tönisvorst","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=bank","Torgelow","Bahnhofstraße 1d","17358","Torgelow","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=bank","Lübeck-Travemünde","Vorderreihe 62","23570","Lübeck","Schleswig-Holstein","yes"
"Deutsche Bank","amenity=bank","Trier","Hosenstraße 20","54290","Trier","Rheinland-Pfalz / Rhineland-Palatinate","yes"
"Deutsche Bank","amenity=bank","Troisdorf","Am Bürgerhaus 10","53840","Troisdorf","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Tübingen","Am Lustnauer Tor 1","72074","Tübingen","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=bank","Tuttlingen","Bahnhofstraße 44","78532","Tuttlingen","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=bank","Überlingen","Owinger Straße 2","88662","Überlingen","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=bank","Uelzen","Gudesstraße 1","29525","Uelzen","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=bank","Krefeld-Uerdingen","Kurfürstenstraße 51","47829","Krefeld","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Ulm","Münsterplatz 33","89073","Ulm","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=bank","Unna","Bahnhofstraße 43","59423","Unna","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=bank","Vechta","Große Straße 47","49377","Vechta","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=bank","Velbert","Nedderstraße 15","42551","Velbert","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Verden","Große Straße 52","27283","Verden","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=bank","Viernheim","Schulstraße 8","68519","Viernheim","Hessen","no"
"Deutsche Bank","amenity=bank","Viersen","Remigiusplatz 16","41747","Viersen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Villingen","Kaiserring 10","78050","Villingen-Schwenningen","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=bank","Völklingen","Marktstraße 4","66333","Völklingen","Saarland","no"
"Deutsche Bank","amenity=bank","Vreden","Wassermühlenstraße 4","48691","Vreden","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Waiblingen","Fronackerstraße 14","71332","Waiblingen","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=bank","Waldbröl","Kaiserstraße 50","51545","Waldbröl","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Waldshut","Im Wallgraben 46","79761","Waldshut-Tiengen","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=bank","Waltrop","Hagelstraße 4","45731","Waltrop","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=bank","Warendorf","Münsterstraße 14","48231","Warendorf","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=bank","Wedel","Bahnhofstraße 43","22880","Wedel","Schleswig-Holstein","yes"
"Deutsche Bank","amenity=bank","Wegberg","Bahnhofstraße 44","41844","Wegberg","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=bank","Weil","Hauptstraße 196","79576","Weil am Rhein","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=bank","Weimar","Frauentorstraße 3","99423","Weimar","Thüringen / Thuringia","no"
"Deutsche Bank","amenity=bank","Weinheim-Bahnhofstraße","Bahnhofstraße 8","69469","Weinheim","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=bank","Weißwasser","Berliner Straße 2","2943","Weißwasser","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=bank","Werl","Alter Markt 3","59457","Werl","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Wermelskirchen","Telegrafenstraße 24","42929","Wermelskirchen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Werne","Steinstraße 35","59368","Werne","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Wernigerode","Breite Straße 16","38855","Wernigerode","Sachsen-Anhalt / Saxony-Anhalt","no"
"Deutsche Bank","amenity=bank","Wiesbaden","Wilhelmstraße 20-22","65185","Wiesbaden","Hessen","yes"
"Deutsche Bank","amenity=bank","Wiesloch","Zähringer Straße 1/1","69168","Wiesloch","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=bank","Wilhelmshaven","Marktstraße 42","26382","Wilhelmshaven","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=bank","Willich","Bahnstraße 21","47877","Willich","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Wipperfürth","Untere Straße 36","51688","Wipperfürth","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=bank","Wismar","Am Markt 16-17","23966","Wismar","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=bank","Wittenberg","Juristenstraße 1-2","6886","Wittenberg","Sachsen-Anhalt / Saxony-Anhalt","no"
"Deutsche Bank","amenity=bank","Witten","Wideystraße 9","58452","Witten","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Wittlich","Burgstraße 49","54516","Wittlich","Rheinland-Pfalz / Rhineland-Palatinate","no"
"Deutsche Bank","amenity=bank","Wittstock","Königstraße 2","16909","Wittstock","Brandenburg","no"
"Deutsche Bank","amenity=bank","Wolfenbüttel","Holzmarkt 3-5","38300","Wolfenbüttel","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=bank","Wolfsburg","Porschestraße 36","38440","Wolfsburg","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=bank","Wolgast","Rathausplatz 2","17438","Wolgast","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=bank","Worms","Wilhelm-Leuschner-Straße 17","67547","Worms","Rheinland-Pfalz / Rhineland-Palatinate","yes"
"Deutsche Bank","amenity=bank","Wülfrath","Wilhelmstraße 96","42489","Wülfrath","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Würzburg","Juliuspromenade 66","97070","Würzburg","Bayern / Bavaria","no"
"Deutsche Bank","amenity=bank","Wuppertal-Barmen","Friedrich-Engels-Allee 426","42283","Wuppertal","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=bank","Wuppertal-Cronenberg","Rathausstraße 14","42349","Wuppertal","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=bank","Wuppertal","Friedrich-Ebert-Straße 1-11","42103","Wuppertal","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Wuppertal-Ronsdorf","Lüttringhauser Straße 29","42369","Wuppertal","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Wuppertal-Vohwinkel","Gräfrather Straße 1","42329","Wuppertal","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Wurzen","Albert-Kuntz-Straße 11","4808","Wurzen","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=bank","Xanten","Markt 2","46509","Xanten","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=bank","Zittau","Neustadt 47; Salzhaus","2763","Zittau","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=bank","Zweibrücken","Poststraße 23","66482","Zweibrücken","Rheinland-Pfalz / Rhineland-Palatinate","no"
"Deutsche Bank","amenity=bank","Zwickau","Dr.-Friedrichs-Ring 10","8056","Zwickau","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=bank","Geretsried","Egerlandstraße 48","82538","Geretsried","Bayern / Bavaria","yes"
"Deutsche Bank","amenity=bank","Gilching","Am Markt 3","82205","Gilching","Bayern / Bavaria","yes"
"Deutsche Bank","amenity=bank","Vaihingen an der Enz","Stuttgarter Straße 24","71665","Vaihingen an der Enz","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=bank","München-Waldtrudering","Wasserburger Landstraße 235","81827","München","Bayern / Bavaria","yes"
"Deutsche Bank","amenity=atm","Berlin-Theodor-Heuss-Platz","Theodor-Heuss-Platz 2",14052,"Berlin","Berlin","no"
"Deutsche Bank","amenity=atm","Duisburg-Röttgersbach","Ziegelhorststraße 56",47169,"Duisburg","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Eisleben","Plan 4",06295,"Eisleben","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Ahrensbök","Lübecker Straße 2a",23623,"Ahrensbök","Schleswig-Holstein","yes"
"Deutsche Bank","amenity=atm","Essen-Bismarckplatz","Bismarckplatz 1",45128,"Essen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Essen-Frintrop","Frintroper Straße 457",45359,"Essen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Frankfurt-DB Bauspar","Niddagaustraße 42",60489,"Frankfurt am Main","Hessen","yes"
"Deutsche Bank","amenity=atm","Frankfurt-Große Gallusstraße","Große Gallusstraße 10-14",60311,"Frankfurt am Main","Hessen","yes"
"Deutsche Bank","amenity=atm","Frankfurt-IBC","Theodor-Heuss-Allee 72",60486,"Frankfurt am Main","Hessen","yes"
"Deutsche Bank","amenity=atm","Frankfurt-Wilhelm-Fay-Straße","Wilhelm-Fay-Straße 31-37",65936,"Frankfurt am Main","Hessen","yes"
"Deutsche Bank","amenity=atm","Hohenstein-Ernstthal","Immanuel-Kant-Straße 7a",09337,"Hohenstein-Ernstthal","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Kelkheim","Frankfurter Straße 54a",65779,"Kelkheim","Hessen","no"
"Deutsche Bank","amenity=atm","Lauf an der Pegnitz","Briver Allee 11",91207,"Lauf an der Pegnitz","Bayern / Bavaria",
"Deutsche Bank","amenity=atm","Neuss-Reuschenberg","Bergheimer Straße 499",41466,"Neuss","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Oelde","Bahnhofstraße 24",59302,"Oelde","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Reinfeld","Paul-von-Schoenaich-Straße 27",23858,"Reinfeld","Schleswig-Holstein","yes"
"Deutsche Bank","amenity=atm","Rösrath","Hauptstraße 76",51503,"Rösrath","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Seesen","Jacobsonstraße 9",38723,"Seesen","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=atm","Wilnsdorf","Rathausstraße 3",57234,"Wilnsdorf","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Holzminden","Obere Straße 1",37603,"Holzminden","Niedersachsen / Lower Saxony",
"Deutsche Bank","amenity=atm","Bad Pyrmont","Brunnenstraße 37",31812,"Bad Pyrmont","Niedersachsen / Lower Saxony",
"Deutsche Bank","amenity=atm","Nienburg","Lange Straße 12-16",31582,"Nienburg","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=atm","Gronau / Leine","Steintor 8",31028,"Gronau","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=atm","Northeim","Breite Straße 13",37154,"Northeim","Niedersachsen / Lower Saxony","no"
"Deutsche Bank","amenity=atm","Rinteln","Weserstr. 32",31737,"Rinteln","Niedersachsen / Lower Saxony",
"Deutsche Bank","amenity=atm","Braunschweig-Wenden","Hauptstraße 74",38110,"Braunschweig","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=atm","Braunschweig-Weststadt","Illerstraße 59 a",38120,"Braunschweig","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=atm","Bad Lauterberg","Hauptstraße 124",37431,"Bad Lauterberg","Niedersachsen / Lower Saxony","no"
"Deutsche Bank","amenity=atm","Bad Sachsa","Marktstraße 43-44",37441,"Bad Sachsa","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=atm","Clausthal-Zellerfeld","Adolph-Roemer-Straße 39",38678,"Clausthal-Zellerfeld","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=atm","Herzberg","Markt 2",37412,"Herzberg","Niedersachsen / Lower Saxony","no"
"Deutsche Bank","amenity=atm","Hannover-Badenstedt","Badenstedter Straße 215",30455,"Hannover","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=atm","Hannover-Kirchrode","Großer Hillen 12-14",30559,"Hannover","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=atm","Hannover-Stöcken","Eichsfelder Straße 74",30419,"Hannover","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=atm","Vechelde","Hildesheimer Straße 85",38159,"Vechelde","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=atm","Osnabrück-Lotter Straße","Lotter Straße 30",49078,"Osnabrück","Niedersachsen / Lower Saxony","no"
"Deutsche Bank","amenity=atm","Osnabrück-Schützenstraße","Schützenstraße 81",49084,"Osnabrück","Niedersachsen / Lower Saxony","no"
"Deutsche Bank","amenity=atm","Bad Iburg","Große Straße 19",49186,"Bad Iburg","Niedersachsen / Lower Saxony","no"
"Deutsche Bank","amenity=atm","Bramsche","Münsterstraße 29",49565,"Bramsche","Niedersachsen / Lower Saxony","no"
"Deutsche Bank","amenity=atm","Georgsmarienhütte-Hindenburgstraße","Hindenburgstraße 12",49124,"Georgsmarienhütte","Niedersachsen / Lower Saxony","no"
"Deutsche Bank","amenity=atm","Quakenbrück","Lange Straße 22",49610,"Quakenbrück","Niedersachsen / Lower Saxony","no"
"Deutsche Bank","amenity=atm","Meppen","Obergerichtsstraße 4",49716,"Meppen","Niedersachsen / Lower Saxony","no"
"Deutsche Bank","amenity=atm","Schüttorf","Markt 14",48465,"Schüttorf","Niedersachsen / Lower Saxony","no"
"Deutsche Bank","amenity=atm","Münster-Rothenburg","Rothenburg 23",48143,"Münster","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Ahaus","Markt 2",48683,"Ahaus","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Emsdetten","Nordwalder Straße 6",48282,"Emsdetten","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Beckum","Nordstraße 48a",59269,"Beckum","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Borken","Heilig-Geist-Straße 2",46325,"Borken","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Coesfeld","Kupferstraße 5 (in der Kupferpassage)",48653,"Coesfeld","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Steinfurt-Borghorst","Kroosgang 8",48565,"Steinfurt","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Blomberg","Neue Torstraße 10",32825,"Blomberg","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Horn-Bad Meinberg","Mittelstraße 101",32805,"Horn-Bad Meinberg","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Lage","Lange Straße 99",32791,"Lage","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Bad Driburg","Lange Straße 119",33014,"Bad Driburg","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Bad Lippspringe","Detmolder Straße 167",33175,"Bad Lippspringe","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Lemgo","Ostertor 1",32657,"Lemgo","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Halle (Westfalen)","Bahnhofstraße 1",33790,"Halle (Westfalen)","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Harsewinkel","Alter Markt 6",33428,"Harsewinkel","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Oerlinghausen","Rathausstraße 4",33813,"Oerlinghausen","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Rheda-Wiedenbrück","Berliner Straße 12b",33378,"Rheda-Wiedenbrück","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Spenge","Lange Straße 49",32139,"Spenge","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Verl","Wilhelmstraße 10",33415,"Verl","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Espelkamp","Breslauer Straße 16",32339,"Espelkamp","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Löhne","Alte Bünder Straße 2",32584,"Löhne","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Bielefeld-Heepen","Salzufler Straße 12",33719,"Bielefeld","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Bielefeld-Jahnplatz","Niederwall 2 - Zugang Renteistraße",33602,"Bielefeld","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Boppard","Marktstraße 13",56154,"Boppard","Rheinland-Pfalz / Rhineland-Palatinate","yes"
"Deutsche Bank","amenity=atm","Bendorf","Hauptstraße 89-91",56170,"Bendorf","Rheinland-Pfalz / Rhineland-Palatinate","yes"
"Deutsche Bank","amenity=atm","Lahnstein","Bahnhofstraße 27",56112,"Lahnstein","Rheinland-Pfalz / Rhineland-Palatinate","no"
"Deutsche Bank","amenity=atm","Mayen","Marktstraße 44",56727,"Mayen","Rheinland-Pfalz / Rhineland-Palatinate","yes"
"Deutsche Bank","amenity=atm","Weißenthurm","Hauptstraße 173",56575,"Weißenthurm","Rheinland-Pfalz / Rhineland-Palatinate","no"
"Deutsche Bank","amenity=atm","Zell","Barlstraße 10",56856,"Zell","Rheinland-Pfalz / Rhineland-Palatinate","no"
"Deutsche Bank","amenity=atm","Konz","Schillerstraße 5",54329,"Konz","Rheinland-Pfalz / Rhineland-Palatinate","no"
"Deutsche Bank","amenity=atm","Mainz-Berliner Siedlung","Am Rodelberg 10",55131,"Mainz","Rheinland-Pfalz / Rhineland-Palatinate","no"
"Deutsche Bank","amenity=atm","Mainz-Boppstraße","Boppstraße 66",55118,"Mainz","Rheinland-Pfalz / Rhineland-Palatinate","no"
"Deutsche Bank","amenity=atm","Saarbrücken-Rastpfuhl","Lebacher Straße 53",66113,"Saarbrücken","Saarland","yes"
"Deutsche Bank","amenity=atm","Saarbrücken-Totohaus","Bahnhofstraße 31a",66111,"Saarbrücken","Saarland","yes"
"Deutsche Bank","amenity=atm","Rottweil","Oberndorfer Straße 4",78628,"Rottweil","Baden-Württemberg / Baden-Wuerttemberg","no"
"Deutsche Bank","amenity=atm","Spaichingen","Hauptstraße 87",78549,"Spaichingen","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=atm","Haslach im Kinzigtal","Hauptstraße 26",77716,"Haslach im Kinzigtal","Baden-Württemberg / Baden-Wuerttemberg","no"
"Deutsche Bank","amenity=atm","Wehr","Bahnhofplatz 2",79664,"Wehr (Baden)","Baden-Württemberg / Baden-Wuerttemberg","no"
"Deutsche Bank","amenity=atm","Waldkirch","Damenstraße 6",79183,"Waldkirch","Baden-Württemberg / Baden-Wuerttemberg","no"
"Deutsche Bank","amenity=atm","Schopfheim","Hauptstraße 24",79650,"Schopfheim","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=atm","Donaueschingen","Dürrheimerstraße 17",78166,"Donaueschingen","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=atm","St. Georgen","Sommeraustraße 2",78112,"St. Georgen","Baden-Württemberg / Baden-Wuerttemberg","yes"
"Deutsche Bank","amenity=atm","Freiburg-Sundgauallee","Sundgauallee 116",79110,"Freiburg","Baden-Württemberg / Baden-Wuerttemberg","no"
"Deutsche Bank","amenity=atm","Freiburg-Zähringen","Zähringer Straße 361",79108,"Freiburg","Baden-Württemberg / Baden-Wuerttemberg","no"
"Deutsche Bank","amenity=atm","Dresden-Försterlingstraße","Försterlingstraße 26",01259,"Dresden","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Dresden-Gorbitz","Merianplatz 4",01169,"Dresden","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Dresden-Klotzsche","Königsbrücker Landstraße 21",01109,"Dresden","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Dresden-Mickten","Leipziger Straße 159",01139,"Dresden","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Dresden-Nürnberger Ei","Nürnberger Straße 37",01187,"Dresden","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Olbernhau","Markt 1",09526,"Olbernhau","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Auerbach","Göltzschtalstraße 36",08209,"Auerbach","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Burgstädt","Straße der Deutschen Einheit 29",09217,"Burgstädt","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Coswig","Moritzburger Straße 6-8",01640,"Coswig","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Frankenberg","Baderberg 6",09669,"Frankenberg","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Freital","An der Spinnerei 8; BUGA-Center (Weißeritzpark)",01705,"Freital","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Glauchau","Dr. Dörffel-Straße 1",08371,"Glauchau","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Großenhain","Schloßstraße 14",01558,"Großenhain","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Heidenau","Ernst-Thälmann-Straße 17",01809,"Heidenau","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Klingenthal","Markneukirchner Straße 2",08248,"Klingenthal","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Lichtenstein","Badergasse 17",09350,"Lichtenstein","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Löbau","Sachsenstraße 8",02708,"Löbau","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Marienberg","Poststraße 2",09496,"Marienberg","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Niesky","Görlitzer Straße 7",02906,"Niesky","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Oberwiesenthal","Markt 4",09484,"Oberwiesenthal","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Radeberg","Pulsnitzer Straße 4",01454,"Radeberg","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Schwarzenberg","Steinweg 1",08340,"Schwarzenberg","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Stollberg","Roßmarkt 5",09366,"Stollberg","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Werdau","Markt 39",08412,"Werdau","Sachsen / Saxony",
"Deutsche Bank","amenity=atm","Chemnitz-Augustusburger Straße","Uferstraße 48/50",09126,"Chemnitz","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Chemnitz-Kaßberg","Weststraße 96",09112,"Chemnitz","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Chemnitz-Straße der Nationen","Straße der Nationen 56",09111,"Chemnitz","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Worbis","Lange Straße 75",37339,"Worbis","Thüringen / Thuringia",
"Deutsche Bank","amenity=atm","Sondershausen","Carl-Schroeder-Straße 8",99706,"Sondershausen","Thüringen / Thuringia","yes"
"Deutsche Bank","amenity=atm","Leinefelde","Bergstraße 7",37327,"Leinefelde","Thüringen / Thuringia","yes"
"Deutsche Bank","amenity=atm","Gera-Lusan","Schleizer Straße 6",07549,"Gera","Thüringen / Thuringia","yes"
"Deutsche Bank","amenity=atm","Jena-Lobeda","Karl-Marx-Allee 20; EKZ-Kaufland",07747,"Jena","Thüringen / Thuringia","yes"
"Deutsche Bank","amenity=atm","Jena-Marktpassage","Rathausgasse 2/4",07743,"Jena","Thüringen / Thuringia","yes"
"Deutsche Bank","amenity=atm","Neustadt / Orla","Rodaer Straße 7",07806,"Neustadt / Orla","Thüringen / Thuringia","no"
"Deutsche Bank","amenity=atm","Arnstadt","An der neuen Kirche 8",99310,"Arnstadt","Thüringen / Thuringia","no"
