"Name","Type","NameNiederlassung","Street","Postcode","City","State","Wheelchair"
"Deutsche Bank","amenity=atm","Meiningen","Untere Kaplanei Straße 1",98617,"Meiningen","Thüringen / Thuringia","no"
"Deutsche Bank","amenity=atm","Saalfeld","Saalstraße 48",07318,"Saalfeld","Thüringen / Thuringia","no"
"Deutsche Bank","amenity=atm","Waltershausen","Quergasse 5, Eingang Beckengasse",99880,"Waltershausen","Thüringen / Thuringia","no"
"Deutsche Bank","amenity=atm","Erfurt-Magdeburger Allee","Magdeburger Allee 126",99086,"Erfurt","Thüringen / Thuringia","yes"
"Deutsche Bank","amenity=atm","Halle-Am Treff","Richard - Paulick - Straße",06124,"Halle (Saale)","Sachsen-Anhalt / Saxony-Anhalt","no"
"Deutsche Bank","amenity=atm","Halle-Neustadt","Neustädter Passage 6",06122,"Halle (Saale)","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Halle-Rannischer Platz","Steinweg 25",06110,"Halle (Saale)","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Halle-Reileck","Bernburger Straße 16",06108,"Halle (Saale)","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Halle-Silberhöhe","Wilhelm-von-Klewitz-Straße 9",06132,"Halle (Saale)","Sachsen-Anhalt / Saxony-Anhalt",
"Deutsche Bank","amenity=atm","Bernburg","Karlsplatz 33",06406,"Bernburg","Sachsen-Anhalt / Saxony-Anhalt","no"
"Deutsche Bank","amenity=atm","Delitzsch","Leipziger Straße 1",04509,"Delitzsch","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Döbeln","Obermarkt 9",04720,"Döbeln","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Eilenburg","Leipziger Straße 64",04838,"Eilenburg","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Grimma","Lorenzstraße 12",04668,"Grimma","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Hettstedt","Untere Bahnhofstr. 1-3",06333,"Hettstedt","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Köthen","Schalaunische Straße 6-7",06366,"Köthen","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Markkleeberg","Städtelner Straße 54; Marktkauf-Center Markkleeberg",04416,"Markkleeberg","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Meuselwitz","Am Baderdamm 17",04610,"Meuselwitz","Thüringen / Thuringia","yes"
"Deutsche Bank","amenity=atm","Oschatz","Hospitalstraße 14",04758,"Oschatz","Sachsen / Saxony",
"Deutsche Bank","amenity=atm","Quedlinburg","Marktstraße 3",06484,"Quedlinburg","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Schkeuditz","Rathausplatz 1",04435,"Schkeuditz","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Taucha","Markt 4",04425,"Taucha","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Torgau","Markt 5",04860,"Torgau","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Weißenfels","Jüdenstraße 48",06667,"Weißenfels","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Wolfen","Dessauer Allee; Ortsteil Wolfen",06766,"Bitterfeld-Wolfen","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Zeitz","Brüderstraße 3",06712,"Zeitz","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Leipzig-Eutritzsch","Delitzscher Straße 49",04129,"Leipzig","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Leipzig-Hauptbahnhof","Willy-Brandt-Platz",04109,"Leipzig","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Leipzig-Karl-Liebknecht-Straße","Riemannstraße 29b",04107,"Leipzig","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Leipzig-Lindenau","Marktstraße 2-6",04177,"Leipzig","Sachsen / Saxony",
"Deutsche Bank","amenity=atm","Leipzig-Lößnig","Zwickauer Straße 125",04279,"Leipzig","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Leipzig-Mockau","Essener Straße 102",04357,"Leipzig","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Leipzig-Paunsdorf","Goldsternstraße 39",04329,"Leipzig","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Leipzig-Schleußig","Könneritzstraße 86",04229,"Leipzig","Sachsen / Saxony","no"
"Deutsche Bank","amenity=atm","Markranstädt","Leipziger Straße 63",04420,"Markranstädt","Sachsen / Saxony","yes"
"Deutsche Bank","amenity=atm","Gardelegen","Nicolaistraße 2",39638,"Gardelegen","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Genthin","Brandenburger Straße 61",39307,"Genthin","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Blankenburg","Lange Straße 8",38889,"Blankenburg","Sachsen-Anhalt / Saxony-Anhalt","no"
"Deutsche Bank","amenity=atm","Halberstadt","Fischmarkt 3-5",38820,"Halberstadt","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Haldensleben","Magdeburger Straße 23",39340,"Haldensleben","Sachsen-Anhalt / Saxony-Anhalt","no"
"Deutsche Bank","amenity=atm","Salzwedel","Neuperverstraße 30",29410,"Salzwedel","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Wolmirstedt","August-Bebel-Straße 1",39326,"Wolmirstedt","Sachsen-Anhalt / Saxony-Anhalt","no"
"Deutsche Bank","amenity=atm","Zerbst","Markt 26",39261,"Zerbst","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Magdeburg-Halberstädter Straße","Halberstädter Straße 55",39112,"Magdeburg","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Magdeburg-Neustädter Platz","Albert-Schweitzer-Straße 16",39126,"Magdeburg","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Magdeburg-Nicolaiplatz","Lübecker Straße 120",39124,"Magdeburg","Sachsen-Anhalt / Saxony-Anhalt","yes"
"Deutsche Bank","amenity=atm","Zossen","Baruther Straße 1",15806,"Zossen","Brandenburg","no"
"Deutsche Bank","amenity=atm","Schwarzheide","Schipkauer Straße 8",01987,"Schwarzheide","Brandenburg","yes"
"Deutsche Bank","amenity=atm","Teltow","Potsdamer Straße 48-50",14513,"Teltow","Brandenburg","yes"
"Deutsche Bank","amenity=atm","Bützow","Lange Straße 42",18246,"Bützow","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=atm","Grimmen","Friedrichstraße 50",18507,"Grimmen","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=atm","Gadebusch","Am Markt 3",19205,"Gadebusch","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=atm","Schwerin-Großer Dreesch","Berliner Platz 1",19063,"Schwerin","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=atm","Schwerin-Weststadt","Lessingstraße 33C",19059,"Schwerin","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=atm","Güstrow-Südstadt","Platz der Freundschaft - EKZ",18273,"Güstrow","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","no"
"Deutsche Bank","amenity=atm","Lübz","Am Markt 7",19386,"Lübz","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","no"
"Deutsche Bank","amenity=atm","Plau","Marktstraße 26",19395,"Plau","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","no"
"Deutsche Bank","amenity=atm","Grevesmühlen","August-Bebel-Straße 7",23936,"Grevesmühlen","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","no"
"Deutsche Bank","amenity=atm","Wittenberge","Theaterarkaden, Bäckerstraße 32",19322,"Wittenberge","Brandenburg","no"
"Deutsche Bank","amenity=atm","Neubrandenburg-Am Marktplatz","Stargarder Straße 10",17033,"Neubrandenburg","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","no"
"Deutsche Bank","amenity=atm","Neubrandenburg-Datzeberg","Max-Adrion-Strasse 1",17034,"Neubrandenburg","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=atm","Neubrandenburg-Oststadt","Juri-Gagarin-Ring 1",17036,"Neubrandenburg","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","no"
"Deutsche Bank","amenity=atm","Malchin","Steinstraße 19",17139,"Malchin","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=atm","Templin","Bahnhofstraße 31",17268,"Templin","Brandenburg","no"
"Deutsche Bank","amenity=atm","Ueckermünde","Markt 2",17373,"Ueckermünde","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=atm","Waren","Neuer Markt 10",17192,"Waren","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=atm","Nauen","Marktstr. 21",14641,"Nauen","Brandenburg","yes"
"Deutsche Bank","amenity=atm","Potsdam-Drewitz","Hans-Albers-Str. 1",14480,"Potsdam","Brandenburg","yes"
"Deutsche Bank","amenity=atm","Wolfsburg-Fallersleben","Bahnhofstraße 15-16",38442,"Wolfsburg-Fallersleben","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=atm","Brandenburg-Hohenstücken","Tschirchdamm 17",14772,"Brandenburg","Brandenburg","yes"
"Deutsche Bank","amenity=atm","Kyritz","Marktplatz 10",16866,"Kyritz","Brandenburg","yes"
"Deutsche Bank","amenity=atm","Ludwigsfelde","Potsdamer Straße 51",14974,"Ludwigsfelde","Brandenburg","yes"
"Deutsche Bank","amenity=atm","Pritzwalk","Mittelstraße 4",16928,"Pritzwalk","Brandenburg","yes"
"Deutsche Bank","amenity=atm","Werder / Havel","Unter den Linden 4",14542,"Werder / Havel","Brandenburg","yes"
"Deutsche Bank","amenity=atm","Beeskow","Berliner Str. 21",15848,"Beeskow","Brandenburg","no"
"Deutsche Bank","amenity=atm","Bad Freienwalde","Karl-Marx-Straße 20",16259,"Bad Freienwalde","Brandenburg","no"
"Deutsche Bank","amenity=atm","Eisenhüttenstadt","Lindenallee 56-58",15890,"Eisenhüttenstadt","Brandenburg","no"
"Deutsche Bank","amenity=atm","Seelow","Breite Straße 1",15306,"Seelow","Brandenburg","no"
"Deutsche Bank","amenity=atm","Strausberg","Große Straße 63",15344,"Strausberg","Brandenburg","no"
"Deutsche Bank","amenity=atm","Cottbus-Sachsendorf","Bertold-Brecht-Straße 8",03050,"Cottbus","Brandenburg","yes"
"Deutsche Bank","amenity=atm","Cottbus-Sandow","Muskauer Platz 3",03042,"Cottbus","Brandenburg","yes"
"Deutsche Bank","amenity=atm","Finsterwalde","Markt 33",03238,"Finsterwalde","Brandenburg","yes"
"Deutsche Bank","amenity=atm","Guben","Berliner Straße 28",03172,"Guben","Brandenburg","no"
"Deutsche Bank","amenity=atm","Lübben","Hauptstr. 30",15907,"Lübben","Brandenburg","yes"
"Deutsche Bank","amenity=atm","Luckenwalde","Breite Straße 44",14943,"Luckenwalde","Brandenburg","no"
"Deutsche Bank","amenity=atm","Berlin-Hellersdorf","Janusz-Korczak-Straße 3-5",12627,"Berlin","Berlin","yes"
"Deutsche Bank","amenity=atm","Berlin-Landsberger Allee","Landsberger Allee 171",10369,"Berlin","Berlin","yes"
"Deutsche Bank","amenity=atm","Barth","Großträgerstr. 5",18356,"Barth","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","no"
"Deutsche Bank","amenity=atm","Greifswald-Schönwalde","Ernst-Thälmann-Ring 4c",17491,"Greifswald","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","no"
"Deutsche Bank","amenity=atm","Sassnitz","Hauptstraße 70",18546,"Sassnitz","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","no"
"Deutsche Bank","amenity=atm","Stralsund-Knieper-West","Heinrich-Heine-Ring 120c",18435,"Stralsund","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=atm","Rostock-Dierkow","Hannes-Meyer-Platz 26",18146,"Rostock","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","no"
"Deutsche Bank","amenity=atm","Rostock-Doberaner Platz","Doberaner Platz",18057,"Rostock","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=atm","Rostock-Südstadt","Nobelstraße 50-51",18059,"Rostock","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=atm","Rostock-Warnemünde","Mühlenstraße 44",18119,"Rostock","Mecklenburg-Vorpommern / Mecklenburg-Western Pomerania","yes"
"Deutsche Bank","amenity=atm","Munster / Oertze","Veestherrnweg 12",29633,"Munster","Niedersachsen / Lower Saxony","yes"
"Deutsche Bank","amenity=atm","Herdecke","Mühlenstraße 7-15",58313,"Herdecke","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Kassel-Bettenhausen","Leipziger Straße 164",34123,"Kassel","Hessen","yes"
"Deutsche Bank","amenity=atm","Traben-Trarbach","Bahnstraße 1",56841,"Traben-Trarbach","Rheinland-Pfalz / Rhineland-Palatinate","yes"
"Deutsche Bank","amenity=atm","Hamburg-Neugraben","Neugrabener Bahnhofstraße 14",21149,"Hamburg","Hamburg","yes"
"Deutsche Bank","amenity=atm","Henstedt-Ulzburg","Hamburger Straße 20",24558,"Henstedt-Ulzburg","Hamburg","yes"
"Deutsche Bank","amenity=atm","Winsen (Luhe)","Marktstraße 11",21423,"Winsen (Luhe)","Hamburg","yes"
"Deutsche Bank","amenity=atm","Wuppertal-Varresbeck","Döringstraße 8",42115,"Wuppertal","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Wuppertal-Wichelhausbank","Calvinstr. 5",42103,"Wuppertal","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Neuss-Norf","Südstraße 1",41469,"Neuss","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Meerbusch-Osterath","Kaarster Straße 8a",40670,"Meerbusch","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Ratingen-Hösel","Bahnhofstraße 101",40883,"Ratingen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Mönchengladbach-Alter Markt","Alter Markt 43-46",41061,"Mönchengladbach","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Mönchengladbach-Neuwerk","Krahnendonk 11",41066,"Mönchengladbach","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Mönchengladbach-Wickrath","Klosterstraße 4",41189,"Mönchengladbach","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Krefeld-Hüls","Hülser Markt 10",47839,"Krefeld","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Willich-Schiefbahn","Hochstraße 27",47877,"Willich","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Kleve-Hoffmann-Allee","Hoffmann-Allee 2",47533,"Kleve","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Düsseldorf-Heerdt","Nikolaus-Knopp-Platz",40549,"Düsseldorf","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Düsseldorf-Herzogterrassen","Herzogstraße 15",40217,"Düsseldorf","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Düsseldorf-Schadow-Arkaden","Schadowstraße 11",40212,"Düsseldorf","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Düsseldorf-Universität","Universitätsstraße 1",40223,"Düsseldorf","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Düsseldorf-Unterrath","Kalkumer Straße 106",40468,"Düsseldorf","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Dinslaken-Hiesfeld","Sterkrader Straße 248",46539,"Dinslaken","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Mülheim (Ruhr)-Saarn","Düsseldorfer Straße 93",45481,"Mülheim (Ruhr)","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Oberhausen-Mülheimer Straße","Falkensteinstraße 2",46047,"Oberhausen","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Oberhausen-Schmachtendorf","Schmachtendorfer Straße 158",46147,"Oberhausen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Hamm-Bockum-Hövel","Hohenhöveler Straße 12",59075,"Hamm","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Gelsenkirchen-Horst","Essener Straße 1",45899,"Gelsenkirchen","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Haltern am See","Lippstraße 6",45721,"Haltern am See","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Bottrop-Kirchhellen","Hauptstraße 46",46244,"Bottrop","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Bochum-Höntrop","Westenfelder Straße 203",44867,"Bochum","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Bochum-Langendreer","Alte Bahnhofstraße 167",44892,"Bochum","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Bochum-Wiemelhausen","Brenscheder Straße 50",44799,"Bochum","Nordrhein-Westfalen / North Rhine-Westphalia",
"Deutsche Bank","amenity=atm","Witten-Annen","Annenstraße 156",58453,"Witten","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Herne-Sodingen","Eupener Straße 2",44627,"Herne","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Dortmund-Wickede","Wickeder Hellweg 126",44319,"Dortmund","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Dortmund-Wohnstift Kronenburg","Märkische Straße 100",44141,"Dortmund","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Lünen-Brambauer","Waltroper Straße 14",44536,"Lünen","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Essen-Kupferdreh","Kupferdreher Straße 172",45257,"Essen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Essen-Stadtwald","Stadtwaldplatz 3",45134,"Essen","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Essen-Überruhr","Schulte-Hinsel-Straße 33",45277,"Essen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Euskirchen","Wilhelmstraße 10-12",53879,"Euskirchen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Hennef","Frankfurter Straße 101",53773,"Hennef","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Hürth","Luxemburger Straße 334",50354,"Hürth","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Kerpen","Stiftsplatz 3",50171,"Kerpen","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Leverkusen-Schlebusch","Am Klösterchen 1-6",51375,"Leverkusen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Leichlingen","Im Brückerfeld 9",42799,"Leichlingen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Burscheid","Bürgermeister-Schmidt-Straße 1",51399,"Burscheid","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Bad Münstereifel","Orchheimer Straße 9",53902,"Bad Münstereifel","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Bonn-UN-Campus","Hermann-Ehlers-Straße 10",53113,"Bonn","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Remagen","Bahnhofstraße 4",53424,"Remagen","Rheinland-Pfalz / Rhineland-Palatinate","no"
"Deutsche Bank","amenity=atm","Meckenheim","Neuer Markt 26",53340,"Meckenheim","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Kreuzau","Hauptstraße 36",52372,"Kreuzau","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Herzogenrath-Merkstein","Kirchrather Straße 150",52134,"Herzogenrath","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Übach-Palenberg","Talstraße 2",52531,"Übach-Palenberg","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Würselen","Kaiserstraße 99",52146,"Würselen","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Heinsberg","Apfelstraße 37",52525,"Heinsberg","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Biedenkopf","Hospitalstraße 36-38",35216,"Biedenkopf","Hessen","yes"
"Deutsche Bank","amenity=atm","Bad Berleburg","Graf-Casimir-Straße 7a",57319,"Bad Berleburg","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Altenkirchen","Wilhelmstraße 20, Zugang über Schloßweg",57610,"Altenkirchen","Rheinland-Pfalz / Rhineland-Palatinate","no"
"Deutsche Bank","amenity=atm","Attendorn","Ennester Straße 11",57439,"Attendorn","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Bad Laasphe","Bahnhofstraße 4",57334,"Bad Laasphe","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Herborn","Hauptstraße 105 a",35745,"Herborn","Hessen","yes"
"Deutsche Bank","amenity=atm","Schmallenberg","Weststraße 2",57392,"Schmallenberg","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Kreuztal","Marburger Straße 31",57223,"Kreuztal","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Haiger","Hauptstraße 17",35708,"Haiger","Hessen","yes"
"Deutsche Bank","amenity=atm","Köln-Deutz","Deutzer Freiheit 53",50679,"Köln","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Köln-Höhenberg","Olpener Straße 87-89",51109,"Köln","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Köln-Neumarktgalerie","Richmondstrasse 4-8",50667,"Köln","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Köln-Zollstock","Theophanostraße 19",50969,"Köln","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Pulheim","Alte Kölner Str. 2",50259,"Pulheim","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Velbert-Neviges","Elberfelder Straße 21",42553,"Velbert","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Ennepetal-Voerde","An der Kirche 11",58256,"Ennepetal","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Heiligenhaus","Hauptstraße 178",42579,"Heiligenhaus","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Remscheid-Hasten","Hammesberger Straße 5",42855,"Remscheid","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Solingen-Clemens Galerie","Mühlenplatz 1",42651,"Solingen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Solingen-Wald","Friedrich-Ebert-Straße 101",42719,"Solingen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Hückeswagen","Bahnhofstraße 16-18",42499,"Hückeswagen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Radevormwald","Kaiserstraße 61",42477,"Radevormwald","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Meinerzhagen","Derschlager Straße 16",58540,"Meinerzhagen","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Werdohl","Freiheitstraße 28",58791,"Werdohl","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Iserlohn-Letmathe","Hagener Straße 59",58642,"Iserlohn","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Hagen-Boele","Schwerter Straße 156",58099,"Hagen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Hagen-Haspe","Voerder Straße 11-15",58135,"Hagen","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Kierspe","Thingslindestraße 27-29",58566,"Kierspe","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Arnsberg-Alt-Arnsberg","Clemens-August-Straße 15",59821,"Arnsberg","Nordrhein-Westfalen / North Rhine-Westphalia","yes"
"Deutsche Bank","amenity=atm","Meschede","Winziger Platz 4",59872,"Meschede","Nordrhein-Westfalen / North Rhine-Westphalia","no"
"Deutsche Bank","amenity=atm","Offenbach-Bieber","Aschaffenburger Straße 36-38",63073,"Offenbach","Hessen","yes"
"Deutsche Bank","amenity=atm","Darmstadt-City Carree","Im Carree",64283,"Darmstadt","Hessen","yes"
"Deutsche Bank","amenity=atm","Wiesbaden-Kirchgasse","Kirchgasse 6, Luisenforum; 1. OG, Shop Nr. 13",65185,"Wiesbaden","Hessen","yes"
"Deutsche Bank","amenity=atm","Eltville","Rheingauer Straße 23",65343,"Eltville","Hessen","no"
"Deutsche Bank","amenity=atm","Taunusstein","Aarstraße 148",65232,"Taunusstein","Hessen","yes"
"Deutsche Bank","amenity=atm","Heppenheim","Friedrichstraße 29",64646,"Heppenheim","Hessen","no"
"Deutsche Bank","amenity=atm","Alsfeld","Obergasse 6",36304,"Alsfeld","Hessen","no"
"Deutsche Bank","amenity=atm","Obertshausen","Seligenstädter Straße 43",63179,"Obertshausen","Hessen","no"
"Deutsche Bank","amenity=atm","Rodgau","Frankfurter Straße 85",63110,"Rodgau","Hessen","no"
