Name	Art	Breitengrad	Längengrad	Strasse	Hausnummer	Plz	Ort	Rollstuhlgerecht	mobidat-ID	Deeplink
adler apotheke	Apotheken	52.5248900	13.5575900	Oberfeldstraße	138	12683	Marzahn - Hellersdorf	ja	108313	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/108313/
Adler-Apotheke	Apotheken	52.4361219	13.5434904	Dörpfeldstraße	7	12489	Treptow - Köpenick	ja	12303	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/12303/
ADMAR Küchenstudio	Küchenstudios	52.4973000	13.5214600	Otto-Schmirgal-Straße	5	10319	Lichtenberg	teilweise	86060	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/86060/
Admiralspalast, Großer Saal	Theater und Konzerthäuser	52.5208267	13.3883389	Friedrichstraße	101	10117	Mitte	ja	49805	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/49805/
Adolf Würth GmbH & Co. KG Niederlassung Berlin-Pankow	Baubedarf, Gartenbedarf	52.5576711	13.4290078	Prenzlauer Promenade	28	13089	Pankow	teilweise	78018	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/78018/
Adonis Apotheke	Apotheken	52.5353200	13.3991900	Anklamer Straße	39 - 40	10115	Mitte	ja	69683	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/69683/
Adria Filmtheater	Kinos	52.4541925	13.3173542	Schloßstraße	48	12165	Steglitz - Zehlendorf	teilweise	87413	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/87413/
Adria Grill	Restaurants und Gaststätten	52.4132200	13.3200200	Osdorfer Straße	99	12207	Steglitz - Zehlendorf	teilweise	84339	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/84339/
Advivendum Alten- und Pflegeheim Haus Am Schlossgarten der Roy und Utke Pflege GmbH	Pflegeheime/Pflegewohnheime	52.5812986	13.4205660	Schloßallee	3	13156	Pankow	teilweise	85247	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/85247/
ADW Autodienst Wittenau	Autohäuser	52.6028608	13.3359718	Eichhorster Weg	88 - 89	13435	Reinickendorf	teilweise	86999	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/86999/
Aeroquip Service	PKW-Ersatzteile und Zubehör	52.5348000	13.1799300	Brunsbütteler Damm	120 - 130	13581	Spandau	teilweise	77315	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/77315/
aetka Communikations Center	TV, Audio, Telefon (Festnetz)	52.4291850	13.3306257	Lankwitzer Straße	8	12209	Steglitz - Zehlendorf	ja	81742	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/81742/
AFE  LEBENSART  CAFE	Cafés und Bistros	52.4362708	13.2613495	Clayallee	346	14169	Steglitz - Zehlendorf	teilweise	26345	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/26345/
Affen- und Tropenhaus	Tierhäuser	52.5069278	13.3342062	Hardenbergplatz	8	10787	Mitte	teilweise	55775	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55775/
Affenhaus	Tierhäuser	52.4962600	13.5273400	Am Tierpark	125	10319	Lichtenberg	teilweise	14596	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/14596/
Afrikahaus Berlin, Werkstatt für Bildung und Integration, Farafina e.V.	Begegnungs- und Freizeitstätten	52.5246492	13.3380430	Bochumer Straße	25	10555	Mitte	teilweise	10970	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/10970/
AFRO - METRO	Oberbekleidung und Boutique	52.4857300	13.3854200	Mehringdamm	124	10965	Friedrichshain - Kreuzberg	ja	85203	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/85203/
Afro Roots Beauty Shop	Waren von A-Z	52.5050423	13.3287903	Lotte-Lenya-Bogen	553	10623	Charlottenburg - Wilmersdorf	ja	90414	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/90414/
Afro-Karibik-Markt	Geschenkartikel, Kunstgewerbe	52.5195475	13.4122577	Grunerstraße	5	10179	Mitte	ja	71860	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/71860/
AFZ Auto - Freizeit - Zubehör	PKW-Ersatzteile und Zubehör	52.5620448	13.3318983	Scharnweberstraße	2	13405	Reinickendorf	ja	78191	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/78191/
Agenda e.V.	Lohnsteuerhilfe	52.5255704	13.4231106	Barnimstraße	37	10249	Friedrichshain - Kreuzberg	ja	88574	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/88574/
agens e.V.	Weiterbildungsstätten	52.4545800	13.3238500	Schützenstraße	7	12165	Steglitz - Zehlendorf	teilweise	84388	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/84388/
Agentur - Brückner GmbH Private Arbeitsvermittlung	Beratungen bei Arbeitslosigkeit	52.5450700	13.5507800	Marzahner Promenade	36	12679	Marzahn - Hellersdorf	teilweise	78109	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/78109/
Agip	Tankstellen, Tankstellenshops	52.5138428	13.5811625	Gülzower Straße	15a	12619	Marzahn - Hellersdorf	teilweise	84187	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/84187/
Agip	Tankstellen, Tankstellenshops	52.5725033	13.5650992	Ahrensfelder Chaussee	152	12689	Marzahn - Hellersdorf	teilweise	88658	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/88658/
Agip Service - Station	Tankstellen, Tankstellenshops	52.5040700	13.6195000	Alt-Mahlsdorf	94	12623	Marzahn - Hellersdorf	teilweise	89208	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/89208/
Agip Service Station	Tankstellen, Tankstellenshops	52.4343400	13.2491000	Potsdamer Straße	31 - 32	14163	Steglitz - Zehlendorf	teilweise	89019	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/89019/
Agip Service-Station	Tankstellen, Tankstellenshops	52.4319800	13.5469800	Adlergestell	289a	12489	Treptow - Köpenick	teilweise	40757	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/40757/
Agip Service-Station	Tankstellen, Tankstellenshops	52.5649504	13.4010500	Dietzgenstraße	127	13158	Pankow	teilweise	89550	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/89550/
Agip Service-Station	Tankstellen, Tankstellenshops	52.4159100	13.3030100	Ostpreußendamm	86 - 89	12207	Steglitz - Zehlendorf	teilweise	94346	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/94346/
Agip Service-Station 7013	Tankstellen, Tankstellenshops	52.5374100	13.3415500	Westhafenstraße	1	13353	Mitte	teilweise	81524	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/81524/
Agip Service-Station Dannenwalder Weg	Tankstellen, Tankstellenshops	52.5915966	13.3467557	Dannenwalder Weg	69	13439	Reinickendorf	teilweise	72534	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/72534/
Agip Tankstelle	Tankstellen, Tankstellenshops	52.5008957	13.2793713	Halenseestraße	47	14055	Charlottenburg - Wilmersdorf	ja	89604	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/89604/
AGRARBÖRSE Deutschland Ost e.V. - JugendFreizeitStätte TREIB-HAUS	Jugendclubs und Jugendzentren	52.5385700	13.5616800	Allee der Kosmonauten	170	12685	Marzahn - Hellersdorf	teilweise	13139	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/13139/
"AGRARBÖRSE Deutschland Ost e.V. - Kunst- und Keramikscheune ""Schamottchen"";""Begegnungs- und Freizeitstätten"	52.5446200	13.5577800	Alt-Marzahn	19	12685	Marzahn - Hellersdorf	teilweise	108061	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/108061/	
AGRARBÖRSE Deutschland Ost e.V. - Soziale Bücherstube	Eingetragene Vereine	52.5440528	13.5581570	Alt-Marzahn	23	12685	Marzahn - Hellersdorf	ja	78680	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/78680/
AGRARBÖRSE Deutschland Ost e.V. - Tierhof Alt-Marzahn	Eingetragene Vereine	52.5427441	13.5625716	Alt-Marzahn	63	12685	Marzahn - Hellersdorf	teilweise	78469	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/78469/
AGRARBÖRSE Deutschland Ost e.V. Soziale Bücherstube	Eingetragene Vereine	52.5696461	13.4933452	Zum Hechtgraben	1	13051	Lichtenberg	ja	78541	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/78541/
Agrarbörse KulturGut Alt-Marzahn  - Großer Saal , Galerie	Begegnungs- und Freizeitstätten	52.5440528	13.5581570	Alt-Marzahn	23	12685	Marzahn - Hellersdorf	teilweise	78496	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/78496/
Agrarbörse KulturGut Alt-Marzahn  - Holzwerkstatt	Begegnungs- und Freizeitstätten	52.5440528	13.5581570	Alt-Marzahn	23	12685	Marzahn - Hellersdorf	ja	78678	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/78678/
AGWB Auto GmbH Berlin Nord	PKW-Ersatzteile und Zubehör	52.5652300	13.4120600	Berliner Straße	19a	13189	Pankow	teilweise	80951	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/80951/
Aida Autohaus GmbH - Renault-Vertragshändler	Autohäuser	52.4254891	13.4437728	Johannisthaler Chaussee	401	12351	Neukölln	teilweise	72928	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/72928/
Aida im Alexa am Alexanderplatz	Restaurants und Gaststätten	52.5199800	13.4147500	Grunerstraße	20	10179	Mitte	ja	66683	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/66683/
AIMA Einzelhandel GmbH,  AIMA Markt	Zeitungen, Zeitschriften, Tabakwaren	52.4297300	13.4655200	Fritz-Erler-Allee	93	12351	Neukölln	ja	54099	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54099/
Air China	Reisebüros, Reiseveranstalter	52.5089325	13.3777429	Leipziger Platz	2	10117	Mitte	ja	97621	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/97621/
Air Travel Reiseservice GmbH	Reisebüros, Reiseveranstalter	52.4928263	13.3221620	Hohenzollerndamm	193	10717	Charlottenburg - Wilmersdorf	ja	6525	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/6525/
Airwell 	Dienstleistungen von A-Z	52.5015680	13.3462430	Keithstraße	2 - 4	10787	Tempelhof - Schöneberg	ja	86505	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/86505/
Ajanta	Imbisse	52.5085160	13.3203220	Grolmanstraße	15	10623	Charlottenburg - Wilmersdorf	teilweise	32500	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/32500/
Akademie Schmöckwitz	Dienstleistungen von A-Z	52.3725100	13.6950800	Wernsdorfer Straße	43	12527	Treptow - Köpenick	teilweise	98714	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/98714/
AKAZIEN BUCHHANDLUNG	Buchhandlungen	52.4869696	13.3549620	Akazienstraße	26	10823	Tempelhof - Schöneberg	ja	96836	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/96836/
Akazienapotheke	Apotheken	52.4867093	13.3565740	Hauptstraße	19	10827	Tempelhof - Schöneberg	ja	78155	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/78155/
Akazienpassage	Geschenkartikel, Kunstgewerbe	52.4869045	13.3554503	Akazienstraße	4	10823	Tempelhof - Schöneberg	ja	77378	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/77378/
Akazienwäldchen	Parks und Gärten	52.4526700	13.4444600	Blaschkoallee		12359	Neukölln	ja	72641	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/72641/
AKI e.V. Arabisches Kulturinstitut, Kinderclub Rollberg	Begegnungs- und Freizeitstätten	52.4767700	13.4325700	Morusstraße	20	12053	Neukölln	teilweise	96177	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/96177/
Akif Gecer	Allgemeinmedizin	52.4988803	13.4195691	Skalitzer Straße	15	10999	Friedrichshain - Kreuzberg	teilweise	77685	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/77685/
Akropolis Reisen, Berlin Trip Express	Reisebüros, Reiseveranstalter	52.4608600	13.3398600	Bismarckstraße	65a	12157	Steglitz - Zehlendorf	teilweise	74776	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/74776/
Aktiv Schuh	Schuhe	52.5199800	13.4147500	Grunerstraße	20	10179	Mitte	ja	66366	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/66366/
aktiv schuh	Schuhe	52.5141263	13.4745089	Frankfurter Allee	111	10247	Friedrichshain - Kreuzberg	teilweise	77474	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/77474/
Aktiv Schuh	Schuhe	52.4661500	13.3279400	Bundesallee	96 - 103	12161	Tempelhof - Schöneberg	ja	88732	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/88732/
Aktiv Schuh am Berlin-Carré	Schuhe	52.5222500	13.4074500	Karl-Liebknecht-Straße	13	10178	Mitte	ja	98093	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/98093/
Aktiv Therapie	Physiotherapie	52.4423800	13.5692600	Grünauer Straße	24c	12557	Treptow - Köpenick	teilweise	96083	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/96083/
aktivita	Physiotherapie	52.5382000	13.2825000	Schweiggerweg	8	13627	Charlottenburg - Wilmersdorf	ja	108531	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/108531/
AKUT Verkauf & Reparatur	Waren von A-Z	52.4853100	13.3752800	Dudenstraße	72	10965	Friedrichshain - Kreuzberg	ja	98243	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/98243/
AL Kfz-Sachverständigen GmbH	KfZ Sachverständige	52.4860927	13.4287904	Reuterstraße	67	12043	Neukölln	ja	89133	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/89133/
AL MABARAT e.V.	Geschenkartikel, Kunstgewerbe;Buchhandlungen	52.4843950	13.4350479	Sonnenallee	69	12045	Neukölln	ja	97857	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/97857/
Al Teatro im Bahnhof Alexanderplatz	Cafés und Bistros	52.5215686	13.4099695	Panoramastraße	1	10178	Mitte	teilweise	83840	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/83840/
al teatro in den Gropius Passagen	Cafés und Bistros	52.4300500	13.4576100	Johannisthaler Chaussee 	307	12351	Neukölln	ja	82304	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/82304/
Al-Omara	Restaurants und Gaststätten	52.5253600	13.3079100	Kaiserin-Augusta-Allee	85	10589	Charlottenburg - Wilmersdorf	teilweise	77592	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/77592/
Aladdin Dönerhaus	Imbisse	52.4747567	13.4280915	Leykestraße	1	12049	Neukölln	ja	96345	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/96345/
Alan Intern@t Cafe	Internetcafés	52.5171856	13.4539592	Petersburger Straße	95	10247	Friedrichshain - Kreuzberg	teilweise	75973	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/75973/
Alanya-Grill	Imbisse	52.4739599	13.4276716	Hermannstraße	73	12049	Neukölln	teilweise	59585	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/59585/
Alarabi Lounge	Restaurants und Gaststätten	52.5104476	13.4583654	Krossener Straße	19	10245	Friedrichshain - Kreuzberg	teilweise	95341	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/95341/
ALBATROS - Ambulante Physiotherapie	Physiotherapie	52.5122035	13.3123740	Bismarckstraße	24	10625	Charlottenburg - Wilmersdorf	teilweise	5340	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/5340/
Albatros e.V. Tageszentrum Waidmannslust	Begegnungs- und Freizeitstätten	52.6066539	13.3188464	Waidmannsluster Damm	174	13469	Reinickendorf	teilweise	24586	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/24586/
ALBATROS gGmbH - Bereich Wohnhilfe	Betreutes Wohnen	52.5531727	13.5149587	Anna-Ebermann-Straße	26	13053	Lichtenberg	teilweise	92567	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/92567/
Albatros gGmbH - Second Hand Karow	Secondhand	52.6181400	13.4867800	Achillesstraße	52	13125	Pankow	ja	86819	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/86819/
Albatros gGmbH - Stadtteilzentrum	Begegnungs- und Freizeitstätten	52.6212086	13.4852160	Busonistraße	136	13125	Pankow	teilweise	86929	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/86929/
Albatros Textil- und Kunstwerkstatt - Albatros gGmbH	Werkstätten für Behinderte	52.5876877	13.2837058	Brunowstraße	15	13507	Reinickendorf	teilweise	33739	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/33739/
Albatros-Lebensnetz gGmbH - Schwangerschafts- und Konfliktberatungsstelle	Soziales und Gesundheit	52.5504965	13.5102907	Gehrenseestraße	100	13053	Lichtenberg	teilweise	75739	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/75739/
"Albatros-Lebensnetz gGmbH - Sozialer Treffpunkt ""Lebensnetz"";""Begegnungs- und Freizeitstätten"	52.5531727	13.5149587	Anna-Ebermann-Straße	26	13053	Lichtenberg	teilweise	9127	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/9127/	
Albert-Einstein-Gymnasium	Gymnasien	52.4455300	13.4424500	Parchimer Allee	109	12359	Neukölln	teilweise	78831	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/78831/
Albert-Schweitzer-Haus - Haus 36a	Ärztehäuser	52.5694700	13.1941300	Schönwalder Allee	26	13587	Spandau	teilweise	98625	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/98625/
Albert-Schweitzer-Kinderdorf Berlin e:V.  Die Brücke	Begegnungs- und Freizeitstätten	52.5129068	13.5267925	Gensinger Straße	58	10315	Lichtenberg	teilweise	84225	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/84225/
Albert's Restaurant	Restaurants und Gaststätten	52.5640100	13.3286900	Scharnweberstraße	16	13405	Reinickendorf	teilweise	16451	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/16451/
ALBI  Kauf Paradies	Supermärkte	52.5258903	13.3110579	Kaiserin-Augusta-Allee	39	10589	Charlottenburg - Wilmersdorf	teilweise	78213	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/78213/
Albrecht-Apotheke	Apotheken	52.4611200	13.3853000	Tempelhofer Damm	179	12099	Tempelhof - Schöneberg	teilweise	2145	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/2145/
ALDEMIR EIS	Cafés und Bistros	52.4992327	13.4428788	Falckensteinstraße	7	10997	Friedrichshain - Kreuzberg	ja	75076	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/75076/
Aldemir Pizza	Imbisse	52.4992700	13.4433300	Falckensteinstraße	41	10997	Friedrichshain - Kreuzberg	ja	75012	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/75012/
ALDI MARKT	Supermärkte	52.4198200	13.3145000	Hildburghauser Straße	248	12207	Steglitz - Zehlendorf	ja	20563	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/20563/
ALDI MARKT	Supermärkte	52.4422649	13.5060037	Winckelmannstraße	42	12487	Treptow - Köpenick	ja	41294	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/41294/
ALDI MARKT	Supermärkte	52.5139300	13.4770100	Frankfurter Allee	111 - 117	10365	Lichtenberg	ja	42385	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/42385/
ALDI MARKT	Supermärkte	52.5483100	13.5037300	Hauptstraße	9	13055	Lichtenberg	teilweise	44858	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/44858/
ALDI MARKT	Supermärkte	52.5751800	13.5194200	Dorfstraße	22	13059	Lichtenberg	ja	47872	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/47872/
ALDI MARKT	Supermärkte	52.5687809	13.5104156	Egon-Erwin-Kisch-Straße	80	13059	Lichtenberg	ja	47900	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/47900/
ALDI MARKT	Supermärkte	52.4812400	13.5021200	Rummelsburger Straße	16	12459	Treptow - Köpenick	ja	78403	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/78403/
ALDI MARKT	Supermärkte	52.5242400	13.3640500	Invalidenstraße	59	10557	Mitte	ja	91008	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/91008/
Aldi Markt	Supermärkte	52.5993100	13.3543200	Senftenberger Ring	15 - 17	13439	Reinickendorf	teilweise	98393	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/98393/
Aleksander Wulfson & Partner	Anästhesie	52.4897000	13.3886100	Bergmannstraße	5	10961	Friedrichshain - Kreuzberg	teilweise	78710	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/78710/
Alenka im Alexa am Alexanderplatz	Lebensmittelhandlungen	52.5199800	13.4147500	Grunerstraße	20	10179	Mitte	ja	85605	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/85605/
Alex Berlin am Alexanderplatz	Restaurants und Gaststätten	52.5208600	13.4093000	Panoramastraße	1a	10178	Mitte	teilweise	13900	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/13900/
Alex Zoo Zoologisches Fachgeschäft	Zoohandel	52.5222500	13.4074500	Karl-Liebknecht-Straße	13	10178	Mitte	teilweise	98116	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/98116/
Alexa am Alexanderplatz	Center und Einkaufsparks	52.5199800	13.4147500	Grunerstraße	20	10179	Mitte	ja	93006	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/93006/
Alexa Apotheke	Apotheken	52.5199800	13.4147500	Grunerstraße	20	10179	Mitte	ja	66960	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/66960/
